academic_id,daily_study_hours,academic_pressure_score,attendance_percentage,cgpa
A-187616,6.3,10,0.998,8.92
A-187618,6.3,10,0.911,7.79
A-187626,6.3,10,0.509,5.23
A-187627,6.3,10,0.809,4.51
A-187648,6.3,10,0.549,9.03
A-187649,6.3,10,0.866,7.02
A-187667,6.3,10,0.823,5.19
A-187671,6.3,10,0.585,4.68
A-187702,6.3,10,0.694,7.31
A-187705,6.3,10,0.87,7.15
A-187715,6.3,10,0.843,4.2
A-187722,6.3,10,0.557,4.84
A-187744,6.3,10,0.567,8.63
A-187753,6.3,10,0.518,9.84
A-187765,6.3,10,0.572,5.99
A-187769,6.3,10,0.931,4.01
A-187800,6.3,10,0.575,6.27
A-187812,6.3,10,0.818,8.3
A-187818,6.3,10,0.954,7.56
A-187829,6.3,10,0.977,5.26
A-187845,6.3,10,0.503,4.25
A-187850,6.3,10,0.513,9.58
A-187858,6.3,10,0.679,8.62
A-187862,6.3,10,0.649,6.14
A-187882,6.3,10,0.736,4.51
A-187883,6.3,10,0.67,6.78
A-187886,6.3,10,0.809,6.51
A-187893,6.3,10,0.884,8.95
A-187897,6.3,10,0.613,7.5
A-187906,6.3,10,0.978,9.15
A-187910,6.3,10,0.58,5.96
A-187917,6.3,10,0.747,6.78
A-187922,6.3,10,0.986,7.31
A-187925,6.3,10,0.591,8.17
A-187935,6.3,10,0.716,9.62
A-187952,6.3,10,0.637,8.19
A-187968,6.3,10,0.72,5.04
A-187981,6.3,10,0.736,5.02
A-187992,6.3,10,0.93,8.18
A-188002,6.3,10,0.934,7.27
A-188009,6.3,10,0.58,7.96
A-188012,6.3,10,0.631,8.7
A-188016,6.3,10,0.698,6.67
A-188024,6.3,10,0.636,8.63
A-188040,6.3,10,0.641,6.25
A-188041,6.3,10,0.873,8.24
A-188066,6.3,10,0.86,6.59
A-188067,6.3,10,0.693,7.81
A-188071,6.3,10,0.665,4.27
A-188122,6.3,10,0.713,7.33
A-188127,6.3,10,0.876,6.35
A-188133,6.3,10,0.772,7.84
A-188134,6.3,10,0.603,9.56
A-188147,6.3,10,0.952,6.31
A-188149,6.3,10,0.801,5.12
A-188190,6.3,10,0.542,8.51
A-188212,6.3,10,0.97,6.61
A-188216,6.3,10,0.715,8.63
A-188221,6.3,10,0.573,9.12
A-188222,6.3,10,0.71,7.89
A-188237,6.3,10,0.911,7.32
A-188248,6.3,10,0.753,6.35
A-188266,6.3,10,0.778,5.02
A-188286,6.3,10,0.84,7.75
A-188289,6.3,10,0.923,9.97
A-188292,6.3,10,0.697,7.51
A-188298,6.3,10,0.594,5.97
A-188301,6.3,10,0.555,4.43
A-188302,6.3,10,0.663,9.46
A-188308,6.3,10,0.877,5.49
A-188316,6.3,10,0.687,8.3
A-188318,6.3,10,0.705,7.02
A-188326,6.3,10,0.978,8.89
A-188354,6.3,10,0.68,8.83
A-188380,6.3,10,0.852,7.82
A-188421,6.3,10,0.791,8.83
A-188422,6.3,10,0.809,5.35
A-188423,6.3,10,0.737,7.35
A-188425,6.3,10,0.732,6.77
A-188429,6.3,10,0.974,9.05
A-188430,6.3,10,0.789,9.08
A-188433,6.3,10,0.991,4.46
A-188434,6.3,10,0.92,8.43
A-188436,6.3,10,0.787,6.06
A-188446,6.3,10,0.734,4.86
A-188454,6.3,10,0.849,7.26
A-188456,6.3,10,0.968,4.72
A-188475,6.3,10,0.857,7.54
A-188481,6.3,10,0.536,8.78
A-188488,6.3,10,0.749,8.18
A-188493,6.3,10,0.941,6.68
A-188499,6.3,10,0.722,5.94
A-188519,6.3,10,0.772,5.35
A-188524,6.3,10,0.891,8.47
A-188529,6.3,10,0.991,5.04
A-188552,6.3,10,0.788,4.61
A-188556,6.3,10,0.542,7.73
A-188571,6.3,10,0.852,8.25
A-188620,6.3,10,0.932,8.48
A-188628,6.3,10,0.854,7.29
A-188630,6.3,10,0.537,8.73
A-188636,6.3,10,0.58,8.18
A-188649,6.3,10,0.723,4.24
A-188665,6.3,10,0.891,6.18
A-188678,6.3,10,0.55,4.07
A-188684,6.3,10,0.583,4.35
A-188693,6.3,10,0.649,4.8
A-188726,6.3,10,0.828,4.83
A-188728,6.3,10,0.526,7.86
A-188735,6.3,10,0.792,5.17
A-188744,6.3,10,0.533,5.86
A-188752,6.3,10,0.881,4.11
A-188759,6.3,10,0.753,4.09
A-188779,6.3,10,0.899,9.81
A-188785,6.3,10,0.888,6.77
A-188786,6.3,10,0.66,5.3
A-188788,6.3,10,0.553,8.17
A-188798,6.3,10,0.558,5.37
A-188800,6.3,10,0.949,7.75
A-188805,6.3,10,0.945,9.21
A-188833,6.3,10,0.645,9.39
A-188843,6.3,10,0.974,4.42
A-188855,6.3,10,0.763,9.17
A-188867,6.3,10,0.576,4.3
A-188873,6.3,10,0.824,5.73
A-188875,6.3,10,0.832,9.33
A-188906,6.3,10,0.647,6.21
A-188909,6.3,10,0.898,4.59
A-188911,6.3,10,0.943,7.33
A-188922,6.3,10,0.618,4.04
A-188925,6.3,10,0.59,5.02
A-188954,6.3,10,0.772,9.31
A-188980,6.3,10,0.899,7.55
A-189024,6.3,10,0.764,8.5
A-189032,6.3,10,0.921,4.22
A-189033,6.3,10,0.588,8.13
A-189035,6.3,10,0.728,7.89
A-189036,6.3,10,0.637,5.1
A-189037,6.3,10,0.698,4.22
A-189038,6.3,10,0.758,6.23
A-189050,6.3,10,0.733,5.92
A-189053,6.3,10,0.567,9.18
A-234027,9.1,10,0.531,5.93
A-234031,9.1,10,0.973,8.56
A-234033,9.1,10,0.845,7.39
A-234034,9.1,10,0.681,4.2
A-234058,9.1,10,0.829,4.05
A-234063,9.1,10,0.561,8.07
A-234064,9.1,10,0.641,7.86
A-234088,9.1,10,0.795,7.92
A-234095,9.1,10,0.608,6.72
A-234097,9.1,10,0.965,7.79
A-234105,9.1,10,0.722,9.46
A-234121,9.1,10,0.711,9.76
A-234125,9.1,10,0.731,7.04
A-234130,9.1,10,0.846,9.65
A-234150,9.1,10,0.718,9.18
A-234164,9.1,10,0.772,4.07
A-234198,9.1,10,0.718,5.19
A-234202,9.1,10,0.771,5.98
A-234209,9.1,10,0.582,5.29
A-234220,9.1,10,0.945,4.65
A-234221,9.1,10,0.742,7.24
A-234237,9.1,10,0.753,7.52
A-234246,9.1,10,0.862,9.98
A-234254,9.1,10,0.892,9.86
A-234262,9.1,10,0.604,9.07
A-234264,9.1,10,0.538,6.72
A-234281,9.1,10,0.739,7.03
A-234292,9.1,10,0.995,4.46
A-234310,9.1,10,0.73,5.25
A-234321,9.1,10,0.794,6.03
A-234332,9.1,10,0.665,4.11
A-234336,9.1,10,0.559,4.9
A-234337,9.1,10,0.654,6.1
A-234353,9.1,10,0.697,4.35
A-234354,9.1,10,0.95,7.27
A-234357,9.1,10,0.98,8.09
A-234374,9.1,10,0.646,6.5
A-234381,9.1,10,0.605,7.91
A-234396,9.1,10,0.624,5.48
A-234417,9.1,10,0.574,7.34
A-234419,9.1,10,0.563,7.67
A-234420,9.1,10,0.818,5.54
A-234446,9.1,10,0.608,6.9
A-234451,9.1,10,0.878,7.21
A-234455,9.1,10,0.731,6.83
A-234474,9.1,10,0.737,5.87
A-234504,9.1,10,0.7,5.37
A-234521,9.1,10,0.934,5.25
A-234526,9.1,10,0.592,5.38
A-234537,9.1,10,0.869,5.42
A-234557,9.1,10,0.826,5.94
A-234571,9.1,10,0.789,5.1
A-234573,9.1,10,0.775,7.54
A-234574,9.1,10,0.819,7.17
A-234587,9.1,10,0.985,9.6
A-234618,9.1,10,0.738,7.01
A-234641,9.1,10,0.539,4.09
A-234666,9.1,10,0.898,4.63
A-234676,9.1,10,0.752,5.82
A-234679,9.1,10,0.724,7.1
A-234683,9.1,10,0.611,4.79
A-234686,9.1,10,0.826,6.33
A-234718,9.1,10,0.776,5.52
A-234719,9.1,10,0.794,4.4
A-234723,9.1,10,0.789,7.63
A-234729,9.1,10,0.999,7.79
A-234733,9.1,10,0.766,4.05
A-234758,9.1,10,0.792,8.55
A-234759,9.1,10,0.568,6.73
A-234771,9.1,10,0.655,6.1
A-234778,9.1,10,0.683,7.43
A-234781,9.1,10,0.517,5.83
A-234783,9.1,10,0.76,9.44
A-234785,9.1,10,0.555,8.03
A-234789,9.1,10,0.961,5.82
A-234802,9.1,10,0.603,7.13
A-234812,9.1,10,0.874,5.58
A-234831,9.1,10,0.921,7.85
A-234833,9.1,10,0.835,4.97
A-234839,9.1,10,0.866,6.43
A-234841,9.1,10,0.622,6.19
A-234848,9.1,10,0.726,4.35
A-234862,9.1,10,0.604,6.5
A-234864,9.1,10,0.806,5.77
A-234888,9.1,10,0.777,7.41
A-234898,9.1,10,0.843,5.43
A-234902,9.1,10,0.518,9.58
A-234904,9.1,10,0.542,4.58
A-234908,9.1,10,0.922,4.07
A-234910,9.1,10,0.547,8.4
A-234945,9.1,10,0.799,4.45
A-234958,9.1,10,0.588,8.38
A-234960,9.1,10,0.691,7.51
A-234970,9.1,10,0.696,8.99
A-235021,9.1,10,0.747,7.91
A-235034,9.1,10,0.569,5.87
A-235038,9.1,10,0.746,5.61
A-235039,9.1,10,0.759,7.79
A-235045,9.1,10,0.532,8.76
A-235046,9.1,10,0.65,5.56
A-235049,9.1,10,0.965,8.15
A-235051,9.1,10,0.75,4.03
A-235071,9.1,10,0.837,6.95
A-235093,9.1,10,0.619,5.45
A-235098,9.1,10,0.814,5.28
A-235106,9.1,10,0.675,8.82
A-235110,9.1,10,0.589,5.27
A-235146,9.1,10,0.882,8.08
A-235201,9.1,10,0.999,7.57
A-235224,9.1,10,0.624,8.25
A-235237,9.1,10,0.965,6.35
A-235264,9.1,10,0.75,5.89
A-235270,9.1,10,0.585,8.72
A-235280,9.1,10,1,5.41
A-235281,9.1,10,0.621,6.34
A-235282,9.1,10,0.958,6.92
A-235288,9.1,10,0.969,9.51
A-235304,9.1,10,0.979,9.24
A-235323,9.1,10,0.692,4.37
A-235335,9.1,10,0.508,9.24
A-235339,9.1,10,0.81,5.62
A-235351,9.1,10,0.707,7.54
A-235360,9.1,10,0.649,9.04
A-235362,9.1,10,0.654,7.29
A-235367,9.1,10,0.587,9.98
A-235369,9.1,10,0.961,8.79
A-235377,9.1,10,0.552,7.21
A-235386,9.1,10,0.735,8.24
A-235401,9.1,10,0.829,8.69
A-235411,9.1,10,0.54,8.79
A-235415,9.1,10,0.877,9.42
A-235422,9.1,10,0.961,5.07
A-235423,9.1,10,0.971,8.66
A-235437,9.1,10,0.673,5.85
A-235446,9.1,10,0.925,7.86
A-235451,9.1,10,0.618,9.52
A-235456,9.1,10,0.908,4.72
A-235458,9.1,10,0.851,9.06
A-235459,9.1,10,0.968,8.47
A-235460,9.1,10,0.96,8.09
A-235471,9.1,10,0.667,6.25
A-235492,9.1,10,0.641,9.99
A-235498,9.1,10,0.757,4.07
A-235537,9.1,10,0.868,4.49
A-235542,9.1,10,0.923,8.04
A-235546,9.1,10,0.687,4.82
A-235552,9.1,10,0.569,7.62
A-235573,9.1,10,0.579,6.62
A-235586,9.1,10,0.982,9.76
A-235589,9.1,10,0.596,7.48
A-235591,9.1,10,0.812,6.58
A-235614,9.1,10,0.991,6.15
A-235623,9.1,10,0.963,8.69
A-235631,9.1,10,0.683,8.42
A-235635,9.1,10,0.646,8.27
A-235646,9.1,10,0.751,8.78
A-235647,9.1,10,0.602,8.16
A-152248,4.2,10,0.846,4.26
A-152254,4.2,10,0.842,5.69
A-152269,4.2,10,0.505,7.11
A-152275,4.2,10,0.53,6.53
A-152279,4.2,10,0.958,8.78
A-152289,4.2,10,0.715,6.65
A-152313,4.2,10,0.783,7.78
A-152328,4.2,10,0.782,4.41
A-152329,4.2,10,0.828,9.69
A-152333,4.2,10,0.509,7.65
A-152351,4.2,10,0.628,8.43
A-152367,4.2,10,0.776,6.42
A-152372,4.2,10,0.999,8.38
A-152402,4.2,10,0.633,6.01
A-152450,4.2,10,0.567,5.19
A-152460,4.2,10,0.973,5.12
A-152465,4.2,10,0.836,6.69
A-152472,4.2,10,0.801,8.47
A-152478,4.2,10,0.757,4.86
A-152483,4.2,10,0.988,9.51
A-152513,4.2,10,0.69,9.62
A-152529,4.2,10,0.722,6.38
A-152536,4.2,10,0.765,8.94
A-152556,4.2,10,0.953,5.24
A-152575,4.2,10,0.803,7.22
A-152600,4.2,10,0.796,7.42
A-152609,4.2,10,0.563,4.15
A-152623,4.2,10,0.92,5.2
A-152625,4.2,10,0.816,6.64
A-152626,4.2,10,0.604,5.26
A-152640,4.2,10,0.795,7.56
A-152643,4.2,10,0.72,5.68
A-152658,4.2,10,0.716,7.42
A-152677,4.2,10,0.687,6.21
A-152686,4.2,10,0.641,4.14
A-152696,4.2,10,0.924,5.09
A-152704,4.2,10,0.77,4.99
A-152710,4.2,10,0.692,9.15
A-152736,4.2,10,0.887,5.34
A-152740,4.2,10,0.704,8.42
A-152743,4.2,10,0.625,4.75
A-152746,4.2,10,0.681,6.47
A-152748,4.2,10,0.747,6.9
A-152751,4.2,10,0.766,5.73
A-152758,4.2,10,0.692,4.8
A-152763,4.2,10,0.817,8.17
A-152764,4.2,10,0.546,9.4
A-152767,4.2,10,0.788,6.92
A-152773,4.2,10,0.586,5.39
A-152775,4.2,10,0.66,8.32
A-152779,4.2,10,0.911,7.15
A-152808,4.2,10,0.691,7.1
A-152825,4.2,10,0.86,7.16
A-152850,4.2,10,0.537,7.96
A-152862,4.2,10,0.566,6.22
A-152868,4.2,10,0.816,9.8
A-152883,4.2,10,0.584,9.64
A-152890,4.2,10,0.681,8.69
A-152899,4.2,10,0.606,5.96
A-152903,4.2,10,0.864,4.79
A-152907,4.2,10,0.849,7.58
A-152908,4.2,10,0.969,9.11
A-152909,4.2,10,0.717,5.06
A-152912,4.2,10,0.783,6.86
A-152923,4.2,10,0.928,9.07
A-152925,4.2,10,0.914,6.74
A-152927,4.2,10,0.563,4.33
A-152955,4.2,10,0.593,8.81
A-152958,4.2,10,0.829,5.61
A-152962,4.2,10,0.927,9.38
A-152968,4.2,10,0.772,6.93
A-152971,4.2,10,0.584,8.36
A-153019,4.2,10,0.519,5.8
A-153030,4.2,10,0.802,7.83
A-153054,4.2,10,0.727,9.95
A-153060,4.2,10,0.799,5.05
A-153089,4.2,10,0.881,7.73
A-153124,4.2,10,0.716,6.02
A-153129,4.2,10,0.729,9.72
A-153139,4.2,10,0.894,8.83
A-153141,4.2,10,0.737,6.67
A-153143,4.2,10,0.59,8.17
A-153154,4.2,10,0.934,9.4
A-153162,4.2,10,0.651,9.65
A-153174,4.2,10,0.652,6.43
A-153191,4.2,10,0.556,9.9
A-153192,4.2,10,0.907,4.24
A-153196,4.2,10,0.925,4.47
A-153204,4.2,10,0.5,5.19
A-153216,4.2,10,0.992,4.58
A-153223,4.2,10,0.878,9.45
A-153228,4.2,10,0.651,7.34
A-153234,4.2,10,0.828,4.18
A-153256,4.2,10,0.908,4.87
A-153279,4.2,10,0.995,7.05
A-153283,4.2,10,0.759,6.18
A-153294,4.2,10,0.583,8.41
A-153298,4.2,10,0.758,5.25
A-153302,4.2,10,0.945,9.66
A-153303,4.2,10,0.593,6.33
A-153316,4.2,10,0.79,4.89
A-153325,4.2,10,0.828,6.44
A-153327,4.2,10,0.979,4.88
A-153330,4.2,10,0.996,6.24
A-153340,4.2,10,0.872,5.81
A-153343,4.2,10,0.618,8.77
A-153344,4.2,10,0.79,4.58
A-153345,4.2,10,0.799,4.6
A-153346,4.2,10,0.687,8.92
A-153357,4.2,10,0.667,4.58
A-153366,4.2,10,0.781,9.89
A-153367,4.2,10,0.888,5.93
A-153369,4.2,10,0.686,8.7
A-153376,4.2,10,1,8.95
A-153383,4.2,10,0.588,8.16
A-153385,4.2,10,0.66,10
A-153409,4.2,10,0.792,9.52
A-153412,4.2,10,0.628,8.58
A-153417,4.2,10,0.821,6.86
A-153423,4.2,10,0.822,5.91
A-153441,4.2,10,0.932,5.44
A-153445,4.2,10,0.736,5.09
A-153452,4.2,10,0.523,7.11
A-153453,4.2,10,0.721,9.6
A-153456,4.2,10,0.836,8.94
A-153468,4.2,10,0.693,4.44
A-153472,4.2,10,0.769,9.47
A-153477,4.2,10,0.826,4.7
A-153493,4.2,10,0.948,8.96
A-153504,4.2,10,0.911,8.18
A-153505,4.2,10,0.585,5.52
A-153558,4.2,10,0.52,9.05
A-153567,4.2,10,0.5,7.26
A-153585,4.2,10,0.773,9.65
A-153591,4.2,10,0.574,8.19
A-153627,4.2,10,0.901,7.68
A-153632,4.2,10,0.897,9.18
A-153645,4.2,10,0.581,8.96
A-153649,4.2,10,0.937,8.23
A-153651,4.2,10,0.778,4.21
A-153654,4.2,10,0.622,6.96
A-153663,4.2,10,0.896,4.8
A-153670,4.2,10,0.58,7.39
A-153678,4.2,10,0.587,4.19
A-153705,4.2,10,0.954,8.45
A-153708,4.2,10,0.652,7.74
A-153741,4.2,10,0.618,4.27
A-153743,4.2,10,0.903,4.03
A-153744,4.2,10,0.513,6.75
A-153763,4.2,10,0.852,5.34
A-153778,4.2,10,0.569,5.88
A-153790,4.2,10,0.888,8.17
A-153792,4.2,10,0.686,8.86
A-153793,4.2,10,0.549,5.06
A-153794,4.2,10,0.601,6.17
A-153795,4.2,10,0.634,9.44
A-150590,4.1,10,0.526,9.43
A-150596,4.1,10,0.568,9.19
A-150607,4.1,10,0.951,9.31
A-150620,4.1,10,0.864,6
A-150622,4.1,10,0.877,7.96
A-150627,4.1,10,0.601,4.92
A-150656,4.1,10,0.763,5.02
A-150658,4.1,10,0.525,5.41
A-150660,4.1,10,0.624,9.52
A-150669,4.1,10,0.943,5.44
A-150671,4.1,10,0.72,6.63
A-150713,4.1,10,0.512,7.19
A-150716,4.1,10,0.639,7.83
A-150736,4.1,10,0.844,7.62
A-150759,4.1,10,0.737,6.66
A-150763,4.1,10,0.697,8.22
A-150790,4.1,10,0.959,6.59
A-150794,4.1,10,0.631,8.41
A-150808,4.1,10,0.745,4.54
A-150812,4.1,10,0.925,8.7
A-150813,4.1,10,0.766,8.53
A-150833,4.1,10,0.501,7.72
A-150838,4.1,10,0.801,6.21
A-150855,4.1,10,0.849,8.71
A-150873,4.1,10,0.71,9.45
A-150878,4.1,10,0.749,8.71
A-150880,4.1,10,0.891,9.93
A-150883,4.1,10,0.595,4.27
A-150940,4.1,10,0.705,5.56
A-150960,4.1,10,0.563,5.77
A-150972,4.1,10,0.587,5.96
A-150974,4.1,10,0.82,6.69
A-150979,4.1,10,0.592,7.74
A-150993,4.1,10,0.885,6.86
A-150997,4.1,10,0.502,4.08
A-151006,4.1,10,0.788,5.49
A-151021,4.1,10,0.935,4.75
A-151029,4.1,10,0.685,6.34
A-151038,4.1,10,0.616,5.88
A-151042,4.1,10,0.685,8.9
A-151043,4.1,10,0.773,6.44
A-151048,4.1,10,0.976,5.89
A-151077,4.1,10,0.965,4.78
A-151083,4.1,10,0.806,6.53
A-151093,4.1,10,0.666,7.71
A-151106,4.1,10,0.729,6.01
A-151118,4.1,10,0.741,4.67
A-151154,4.1,10,0.96,6.89
A-151158,4.1,10,0.889,5.21
A-151168,4.1,10,0.808,9.66
A-151170,4.1,10,0.94,5.49
A-151188,4.1,10,0.597,7.43
A-151200,4.1,10,0.566,6.12
A-151204,4.1,10,0.66,7
A-151206,4.1,10,0.59,5.46
A-151207,4.1,10,0.596,4.13
A-151214,4.1,10,0.886,8.68
A-151215,4.1,10,0.893,6.57
A-151235,4.1,10,0.746,6.19
A-151237,4.1,10,0.8,5.55
A-151273,4.1,10,0.627,5.77
A-151277,4.1,10,0.578,8.26
A-151280,4.1,10,0.639,6.39
A-151291,4.1,10,0.788,8.71
A-151313,4.1,10,0.525,9.64
A-151321,4.1,10,0.799,9.48
A-151325,4.1,10,0.514,5.38
A-151328,4.1,10,0.566,8.7
A-151334,4.1,10,0.79,7.32
A-151340,4.1,10,0.737,5.12
A-151351,4.1,10,0.679,8.19
A-151353,4.1,10,0.826,7.11
A-151362,4.1,10,0.707,5.81
A-151364,4.1,10,0.858,6.58
A-151383,4.1,10,0.621,9.89
A-151392,4.1,10,0.856,5.74
A-151395,4.1,10,0.978,8.4
A-151423,4.1,10,0.869,5.66
A-151426,4.1,10,0.916,4.58
A-151454,4.1,10,0.795,7.13
A-151462,4.1,10,0.824,5.19
A-151474,4.1,10,0.817,9.61
A-151483,4.1,10,0.884,7
A-151506,4.1,10,0.545,6.18
A-151507,4.1,10,0.856,4.82
A-151511,4.1,10,0.613,9.45
A-151520,4.1,10,0.872,7.33
A-151526,4.1,10,0.628,6.5
A-151543,4.1,10,0.597,9.5
A-151547,4.1,10,0.966,6.79
A-151569,4.1,10,0.741,4.07
A-151571,4.1,10,0.699,6.77
A-151579,4.1,10,0.951,8.5
A-151598,4.1,10,0.924,9.02
A-151603,4.1,10,0.701,9.27
A-151609,4.1,10,0.746,4.08
A-151626,4.1,10,0.881,8.29
A-151650,4.1,10,0.699,8.89
A-151666,4.1,10,0.953,8.31
A-151669,4.1,10,0.971,9.62
A-151690,4.1,10,0.847,5.32
A-151694,4.1,10,0.649,6.93
A-151696,4.1,10,0.618,6.18
A-151706,4.1,10,0.936,9.84
A-151712,4.1,10,0.815,9.63
A-151727,4.1,10,0.896,5.47
A-151740,4.1,10,0.85,7.04
A-151742,4.1,10,0.558,4.49
A-151761,4.1,10,0.778,5.1
A-151764,4.1,10,0.625,5.86
A-151775,4.1,10,0.767,7.77
A-151779,4.1,10,0.508,9.86
A-151780,4.1,10,0.883,7.42
A-151782,4.1,10,0.833,9.66
A-151788,4.1,10,0.771,4.36
A-151796,4.1,10,0.627,5.65
A-151800,4.1,10,0.833,9.34
A-151802,4.1,10,0.848,8.64
A-151809,4.1,10,0.584,7.62
A-151810,4.1,10,0.555,5.36
A-151820,4.1,10,0.783,4.44
A-151821,4.1,10,0.791,8.7
A-151822,4.1,10,0.942,8.74
A-151828,4.1,10,0.874,5.19
A-151835,4.1,10,0.759,7.83
A-151838,4.1,10,0.65,9
A-151847,4.1,10,0.808,4.37
A-151855,4.1,10,0.642,5.18
A-151867,4.1,10,0.778,5.9
A-151868,4.1,10,0.556,4.72
A-151870,4.1,10,0.675,6.18
A-151875,4.1,10,0.639,6.88
A-151902,4.1,10,0.947,5.77
A-151911,4.1,10,0.523,7.89
A-151923,4.1,10,0.668,4.69
A-151948,4.1,10,0.806,6.57
A-151970,4.1,10,0.855,4.24
A-151974,4.1,10,0.591,4.83
A-151981,4.1,10,0.682,6.12
A-152005,4.1,10,0.969,9.18
A-152022,4.1,10,0.664,5.41
A-152029,4.1,10,0.82,8.11
A-152063,4.1,10,0.946,9.11
A-152070,4.1,10,0.636,4.31
A-152074,4.1,10,0.58,7.06
A-152078,4.1,10,0.543,4.34
A-152080,4.1,10,0.819,4.91
A-152117,4.1,10,0.781,5.98
A-152121,4.1,10,0.522,8.9
A-152142,4.1,10,0.602,6.39
A-152144,4.1,10,0.637,6.98
A-152162,4.1,10,0.875,8.8
A-152166,4.1,10,0.869,5.94
A-152175,4.1,10,0.899,8.67
A-152180,4.1,10,0.588,6.25
A-110831,1.7,10,0.89,6.94
A-110839,1.7,10,0.556,7.76
A-110846,1.7,10,0.933,5.8
A-110868,1.7,10,0.97,7.91
A-110880,1.7,10,0.864,8.09
A-110881,1.7,10,0.578,7.71
A-110882,1.7,10,0.938,7.36
A-110886,1.7,10,0.952,6.5
A-110918,1.7,10,0.939,5.11
A-110932,1.7,10,0.86,6.07
A-110952,1.7,10,0.591,7.3
A-110954,1.7,10,0.822,8.85
A-110958,1.7,10,0.811,5.93
A-110995,1.7,10,0.752,7.28
A-111015,1.7,10,0.631,7.47
A-111030,1.7,10,0.641,6.29
A-111031,1.7,10,0.931,7.98
A-111040,1.7,10,0.677,8.24
A-111042,1.7,10,0.544,7.33
A-111048,1.7,10,0.652,6.57
A-111082,1.7,10,0.803,7.41
A-111088,1.7,10,0.87,5.53
A-111089,1.7,10,0.709,4.72
A-111103,1.7,10,0.796,8.17
A-111107,1.7,10,0.625,9.46
A-111117,1.7,10,0.798,9.54
A-111136,1.7,10,0.584,7.37
A-111143,1.7,10,0.662,9.63
A-111156,1.7,10,0.768,4.26
A-111164,1.7,10,0.84,6.19
A-111166,1.7,10,0.755,6.95
A-111174,1.7,10,0.883,9.97
A-111176,1.7,10,0.523,8.62
A-111177,1.7,10,0.805,4.49
A-111179,1.7,10,0.583,5.7
A-111193,1.7,10,0.539,6.29
A-111195,1.7,10,0.984,8.86
A-111218,1.7,10,0.988,9.36
A-111221,1.7,10,0.996,4.2
A-111235,1.7,10,0.532,8.89
A-111246,1.7,10,0.913,9.1
A-111255,1.7,10,0.887,5.01
A-111275,1.7,10,0.967,9.51
A-111284,1.7,10,0.514,4.02
A-111287,1.7,10,0.782,8.36
A-111304,1.7,10,0.731,5.37
A-111319,1.7,10,0.576,7.8
A-111325,1.7,10,0.657,6.34
A-111330,1.7,10,0.576,4.97
A-111331,1.7,10,0.532,9.04
A-111353,1.7,10,0.586,6.97
A-111359,1.7,10,0.694,6.46
A-111360,1.7,10,0.887,5.51
A-111371,1.7,10,0.633,9.32
A-111385,1.7,10,0.616,5.32
A-111409,1.7,10,0.514,9.12
A-111425,1.7,10,0.6,5.67
A-111431,1.7,10,0.82,4.68
A-111446,1.7,10,0.854,6.39
A-111469,1.7,10,0.813,6.82
A-111471,1.7,10,0.559,6.33
A-111472,1.7,10,0.653,7.91
A-111497,1.7,10,0.851,6.28
A-111502,1.7,10,0.929,7.17
A-111509,1.7,10,0.732,7.54
A-111511,1.7,10,0.697,4.88
A-111518,1.7,10,0.786,9.25
A-111522,1.7,10,0.679,6.5
A-111524,1.7,10,0.602,6.12
A-111530,1.7,10,0.859,5.48
A-111533,1.7,10,0.508,4.15
A-111541,1.7,10,0.901,9.17
A-111547,1.7,10,0.893,5.46
A-111562,1.7,10,0.661,7.23
A-111571,1.7,10,0.962,6.1
A-111586,1.7,10,0.68,6.48
A-111595,1.7,10,0.95,5.88
A-111604,1.7,10,0.56,7.98
A-111606,1.7,10,0.754,8.26
A-111610,1.7,10,0.614,7.54
A-111622,1.7,10,0.818,4.5
A-111637,1.7,10,0.585,6.27
A-111643,1.7,10,0.881,9.11
A-111652,1.7,10,0.626,6.07
A-111653,1.7,10,0.955,8.1
A-111672,1.7,10,0.821,10
A-111677,1.7,10,0.931,4.6
A-111679,1.7,10,0.622,6.73
A-111695,1.7,10,0.604,7.08
A-111704,1.7,10,0.633,7.06
A-111719,1.7,10,0.789,6.86
A-111724,1.7,10,0.705,6.82
A-111736,1.7,10,0.915,4.14
A-111741,1.7,10,0.85,9.59
A-111746,1.7,10,0.852,9.58
A-111747,1.7,10,0.684,4.12
A-111781,1.7,10,0.514,4.27
A-111791,1.7,10,0.729,7.68
A-111798,1.7,10,0.611,5.23
A-111807,1.7,10,0.657,6.52
A-111819,1.7,10,0.903,9.13
A-111838,1.7,10,0.687,8.41
A-111843,1.7,10,0.862,4.76
A-111846,1.7,10,0.797,6.97
A-111854,1.7,10,0.803,6.37
A-111857,1.7,10,0.969,4
A-111860,1.7,10,0.602,5.99
A-111863,1.7,10,0.921,6.86
A-111868,1.7,10,0.769,8.06
A-111902,1.7,10,0.627,7.68
A-111920,1.7,10,0.878,9.27
A-111935,1.7,10,0.631,8.02
A-111959,1.7,10,0.671,6.48
A-111961,1.7,10,0.82,8.96
A-111966,1.7,10,0.586,4.82
A-111985,1.7,10,0.758,6.44
A-112001,1.7,10,0.551,8.53
A-112008,1.7,10,0.704,6.28
A-112037,1.7,10,0.765,6.27
A-112060,1.7,10,0.823,8.46
A-112064,1.7,10,0.656,5.45
A-112071,1.7,10,0.653,4.76
A-112101,1.7,10,0.672,9.43
A-112116,1.7,10,0.592,7.36
A-112134,1.7,10,0.587,5.67
